scenario_group_id,business_profile_id,request_id,lot_id,candidate_id,source_type,product_category,product_subcategory,action_type,business_type,storage_requirement_mode,urgency_level,surplus_source,destination_type,seasonality_status,package_format,planning_quantity,remaining_shelf_life_days,remaining_safe_window_hours,remaining_commercial_window_days,unit_cost,normal_selling_price,offered_or_selling_price_per_unit,direct_action_cost,logistics_cost,handling_cost,estimated_completion_hours,active_demand_quantity,available_capacity,minimum_order_quantity,capability_resource_ratio,demand_coverage_ratio,demand_freshness_hours,distance_km,package_volume_ml,package_weight_g,simulated_rescue_outcome
SG-01969,BP-069,SYN-REQ-01969,SYN-LOT-01969,SYN-CAND-01969-04,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,WHOLESALE,SMALL_RETAIL,CHILLED_PREFERRED,HIGH,CALCULATED,WHOLESALE_BUYER,NOT_APPLICABLE,PACK,195,100,231.58,67.75,75950.76,96343.54,89512.78,37982.67,66656.62,10109.07,17.67,432,551,151,2.8256,2.2154,40.24,34.13,1098.8,5171.83,1
SG-01969,BP-069,SYN-REQ-01969,SYN-LOT-01969,SYN-CAND-01969-05,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,INTERNAL_USE,SMALL_RETAIL,CHILLED_PREFERRED,HIGH,CALCULATED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,195,6,29.62,5.67,58612.31,102501.21,0.0,27694.45,0.0,629.37,15.09,579,351,1,1.8,2.9692,159.0,0.0,2380.55,1705.36,1
SG-01969,BP-069,SYN-REQ-01969,SYN-LOT-01969,SYN-CAND-01969-06,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,DONATION,SMALL_RETAIL,CHILLED_PREFERRED,HIGH,CALCULATED,DONATION_PARTNER,NOT_APPLICABLE,PACK,195,34,377.6,26.6,49678.25,64869.86,0.0,44745.74,46536.81,5832.39,141.32,342,301,1,1.5436,1.7538,38.26,15.5,2796.99,3487.81,1
SG-01970,BP-070,SYN-REQ-01970,SYN-LOT-01970,SYN-CAND-01970-01,SYNTHETIC_GENERATED,CHILLED_DAIRY,DAIRY_DESSERT,BRANCH_TRANSFER,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,BRANCH,NOT_APPLICABLE,BOTTLE,92,213,165.6,51.53,6728.34,9287.13,3358.23,20365.72,52675.66,15471.83,107.84,166,276,65,3.0,1.8043,32.11,19.67,1111.14,6752.69,1
SG-01970,BP-070,SYN-REQ-01970,SYN-LOT-01970,SYN-CAND-01970-02,SYNTHETIC_GENERATED,CHILLED_DAIRY,DAIRY_DESSERT,BUNDLE,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,BOTTLE,92,59,417.48,44.21,51454.08,65768.61,44755.54,5816.29,0.0,6502.85,10.04,173,174,1,1.8913,1.8804,9.45,0.0,3597.23,624.18,0
SG-01970,BP-070,SYN-REQ-01970,SYN-LOT-01970,SYN-CAND-01970-03,SYNTHETIC_GENERATED,CHILLED_DAIRY,DAIRY_DESSERT,EXTERNAL_PARTNER,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,EXTERNAL_PARTNER,NOT_APPLICABLE,BOTTLE,92,49,633.36,26.39,18759.97,21348.85,20070.05,10977.4,45190.72,4687.91,320.74,122,161,9,1.75,1.3261,90.1,1.11,1533.4,5184.11,0
SG-01970,BP-070,SYN-REQ-01970,SYN-LOT-01970,SYN-CAND-01970-04,SYNTHETIC_GENERATED,CHILLED_DAIRY,DAIRY_DESSERT,WHOLESALE,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,WHOLESALE_BUYER,NOT_APPLICABLE,BOTTLE,92,101,117.7,83.1,47752.86,54987.42,54767.47,31072.7,42308.75,20918.53,4.4,50,134,35,1.4565,0.5435,23.79,35.13,3757.59,5143.95,0
SG-01970,BP-070,SYN-REQ-01970,SYN-LOT-01970,SYN-CAND-01970-05,SYNTHETIC_GENERATED,CHILLED_DAIRY,DAIRY_DESSERT,INTERNAL_USE,SMALL_FNB,SAFETY_CRITICAL_COLD_CHAIN,LOW,CALCULATED,INTERNAL_OPERATION,NOT_APPLICABLE,BOTTLE,92,321,49.32,97.44,16007.84,25847.86,0.0,29567.07,0.0,819.83,27.32,106,262,1,2.8478,1.1522,30.1,0.0,3183.78,7056.09,1
SG-01971,BP-071,SYN-REQ-01971,SYN-LOT-01971,SYN-CAND-01971-01,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,PROMOTIONAL_BONUS,MEDIUM_RETAIL,NONE,MEDIUM,RULE_TRIGGERED,LOCAL_CUSTOMER,IN_SEASON,PACK,78,109,512.56,21.62,21966.57,32550.06,15724.93,48396.4,0.0,23081.78,310.09,100,234,1,3.0,1.2821,100.21,0.0,3338.39,9392.49,1
SG-01971,BP-071,SYN-REQ-01971,SYN-LOT-01971,SYN-CAND-01971-02,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,BRANCH_TRANSFER,MEDIUM_RETAIL,NONE,MEDIUM,RULE_TRIGGERED,BRANCH,IN_SEASON,PACK,78,244,372.94,116.05,32440.86,57897.2,25411.08,12363.65,63026.03,24670.09,207.53,212,175,63,2.2436,2.7179,84.8,37.34,3704.34,6829.13,1
SG-01971,BP-071,SYN-REQ-01971,SYN-LOT-01971,SYN-CAND-01971-03,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,INTERNAL_USE,MEDIUM_RETAIL,NONE,MEDIUM,RULE_TRIGGERED,INTERNAL_OPERATION,IN_SEASON,PACK,78,43,68.17,26.89,51292.81,85464.08,0.0,5084.61,0.0,14995.36,31.57,229,227,1,2.9103,2.9359,18.92,0.0,4588.63,9748.97,0
SG-01971,BP-071,SYN-REQ-01971,SYN-LOT-01971,SYN-CAND-01971-04,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,INTERNAL_REPURPOSE,MEDIUM_RETAIL,NONE,MEDIUM,RULE_TRIGGERED,INTERNAL_OPERATION,IN_SEASON,PACK,78,340,656.73,53.53,72878.93,117779.64,103964.09,28474.86,0.0,12628.84,157.22,176,141,1,1.8077,2.2564,146.22,0.0,2466.97,8181.78,1
SG-01971,BP-071,SYN-REQ-01971,SYN-LOT-01971,SYN-CAND-01971-05,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,EXTERNAL_PARTNER,MEDIUM_RETAIL,NONE,MEDIUM,RULE_TRIGGERED,EXTERNAL_PARTNER,IN_SEASON,PACK,78,215,19.13,42.66,23011.54,36945.03,22292.63,17976.04,1646.1,15220.28,16.2,223,94,45,1.2051,2.859,15.97,29.1,2061.52,5989.51,1
SG-01971,BP-071,SYN-REQ-01971,SYN-LOT-01971,SYN-CAND-01971-06,SYNTHETIC_GENERATED,PERSONAL_CARE,HAIR_CARE,RETURN_TO_SUPPLIER,MEDIUM_RETAIL,NONE,MEDIUM,RULE_TRIGGERED,SUPPLIER,IN_SEASON,PACK,78,86,707.71,76.88,59342.01,72972.87,56962.62,10148.43,67253.2,6234.89,457.3,195,125,76,1.6026,2.5,8.12,10.35,4025.59,7017.93,1
SG-01972,BP-072,SYN-REQ-01972,SYN-LOT-01972,SYN-CAND-01972-01,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,CANNED_DRINK,BRANCH_TRANSFER,MEDIUM_RETAIL,CHILLED_PREFERRED,LOW,USER_DECLARED,BRANCH,NOT_APPLICABLE,SACHET,156,50,53.89,1.02,71190.53,85300.49,54592.31,19606.31,40136.13,14420.54,18.25,292,297,132,1.9038,1.8718,163.07,23.24,3454.68,2504.02,1
SG-01972,BP-072,SYN-REQ-01972,SYN-LOT-01972,SYN-CAND-01972-02,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,CANNED_DRINK,RETURN_TO_SUPPLIER,MEDIUM_RETAIL,CHILLED_PREFERRED,LOW,USER_DECLARED,SUPPLIER,NOT_APPLICABLE,SACHET,156,294,57.26,33.13,23580.66,37337.62,22159.88,9972.46,49925.3,11009.62,21.45,361,99,52,0.6346,2.3141,4.93,18.49,3882.26,3636.32,1
SG-01972,BP-072,SYN-REQ-01972,SYN-LOT-01972,SYN-CAND-01972-03,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,CANNED_DRINK,INTERNAL_REPURPOSE,MEDIUM_RETAIL,CHILLED_PREFERRED,LOW,USER_DECLARED,INTERNAL_OPERATION,NOT_APPLICABLE,SACHET,156,245,283.98,8.69,9463.08,13595.61,12000.84,27280.75,0.0,16070.38,26.07,156,424,1,2.7179,1.0,124.66,0.0,1482.34,5634.28,1
SG-01972,BP-072,SYN-REQ-01972,SYN-LOT-01972,SYN-CAND-01972-04,SYNTHETIC_GENERATED,PACKAGED_BEVERAGE,CANNED_DRINK,EXTERNAL_PARTNER,MEDIUM_RETAIL,CHILLED_PREFERRED,LOW,USER_DECLARED,EXTERNAL_PARTNER,NOT_APPLICABLE,SACHET,156,63,397.69,46.31,78485.8,89615.09,88871.28,43016.65,60301.78,19367.71,129.68,108,162,58,1.0385,0.6923,119.24,5.35,2303.81,3878.58,1
SG-01973,BP-073,SYN-REQ-01973,SYN-LOT-01973,SYN-CAND-01973-01,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,DETERGENT,BRANCH_TRANSFER,MEDIUM_FNB,NONE,HIGH,USER_DECLARED,BRANCH,IN_SEASON,SACHET,111,278,252.12,8.14,74101.98,104861.71,93568.1,21146.08,8453.18,9393.53,5.59,326,329,108,2.964,2.9369,125.46,28.82,3069.56,7605.03,1
SG-01973,BP-073,SYN-REQ-01973,SYN-LOT-01973,SYN-CAND-01973-02,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,DETERGENT,DONATION,MEDIUM_FNB,NONE,HIGH,USER_DECLARED,DONATION_PARTNER,IN_SEASON,SACHET,111,17,92.34,13.94,64791.25,85291.2,0.0,10628.03,56405.59,6987.4,84.2,69,296,1,2.6667,0.6216,99.53,28.54,484.45,9070.17,1
SG-01974,BP-074,SYN-REQ-01974,SYN-LOT-01974,SYN-CAND-01974-01,SYNTHETIC_GENERATED,PACKAGED_FOOD,DRY_FOOD,BRANCH_TRANSFER,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,BRANCH,IN_SEASON,CAN,114,40,70.59,14.72,38271.6,55547.4,44954.51,44461.65,1556.91,20551.42,33.85,100,332,51,2.9123,0.8772,0.13,39.85,3507.51,7184.47,1
SG-01974,BP-074,SYN-REQ-01974,SYN-LOT-01974,SYN-CAND-01974-02,SYNTHETIC_GENERATED,PACKAGED_FOOD,DRY_FOOD,INTERNAL_REPURPOSE,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,INTERNAL_OPERATION,IN_SEASON,CAN,114,244,75.4,112.03,51596.94,65074.06,41836.11,9943.19,0.0,12709.09,52.08,202,323,1,2.8333,1.7719,46.18,0.0,3014.73,6311.28,1
SG-01974,BP-074,SYN-REQ-01974,SYN-LOT-01974,SYN-CAND-01974-03,SYNTHETIC_GENERATED,PACKAGED_FOOD,DRY_FOOD,PROMOTIONAL_BONUS,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,CAN,114,101,338.93,26.5,76707.56,104675.14,94019.21,34967.88,0.0,21079.22,132.59,306,229,1,2.0088,2.6842,156.94,0.0,2925.8,4807.52,1
SG-01974,BP-074,SYN-REQ-01974,SYN-LOT-01974,SYN-CAND-01974-04,SYNTHETIC_GENERATED,PACKAGED_FOOD,DRY_FOOD,INTERNAL_USE,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,INTERNAL_OPERATION,IN_SEASON,CAN,114,281,310.07,103.22,8914.23,12276.68,0.0,45845.58,0.0,3792.25,272.79,161,220,1,1.9298,1.4123,109.17,0.0,2481.56,4342.18,1
SG-01974,BP-074,SYN-REQ-01974,SYN-LOT-01974,SYN-CAND-01974-05,SYNTHETIC_GENERATED,PACKAGED_FOOD,DRY_FOOD,LOCAL_DISCOUNT,MEDIUM_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,CAN,114,25,113.77,6.83,26273.27,43166.98,15479.68,5928.95,0.0,1297.51,1.78,154,176,1,1.5439,1.3509,57.13,0.0,890.81,6763.05,1
SG-01975,BP-075,SYN-REQ-01975,SYN-LOT-01975,SYN-CAND-01975-01,SYNTHETIC_GENERATED,PERSONAL_CARE,HYGIENE,LOCAL_DISCOUNT,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,LOCAL_CUSTOMER,PRE_SEASON,TUBE,203,28,271.84,20.79,41478.39,49927.54,45479.0,23738.14,0.0,22878.89,50.73,183,415,1,2.0443,0.9015,1.11,0.0,541.66,8955.16,1
SG-01975,BP-075,SYN-REQ-01975,SYN-LOT-01975,SYN-CAND-01975-02,SYNTHETIC_GENERATED,PERSONAL_CARE,HYGIENE,EXTERNAL_PARTNER,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,EXTERNAL_PARTNER,PRE_SEASON,TUBE,203,108,236.32,67.0,27076.51,47034.61,27298.89,18902.93,8943.0,21154.24,2.32,326,332,25,1.6355,1.6059,65.52,1.64,3156.32,7959.67,1
SG-01975,BP-075,SYN-REQ-01975,SYN-LOT-01975,SYN-CAND-01975-03,SYNTHETIC_GENERATED,PERSONAL_CARE,HYGIENE,INTERNAL_REPURPOSE,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,INTERNAL_OPERATION,PRE_SEASON,TUBE,203,34,73.05,33.4,42542.22,63230.5,45993.87,23328.45,0.0,2139.28,32.8,522,108,1,0.532,2.5714,142.93,0.0,868.61,5654.01,0
SG-01975,BP-075,SYN-REQ-01975,SYN-LOT-01975,SYN-CAND-01975-04,SYNTHETIC_GENERATED,PERSONAL_CARE,HYGIENE,WHOLESALE,MEDIUM_RETAIL,AMBIENT_ALLOWED,HIGH,CALCULATED,WHOLESALE_BUYER,PRE_SEASON,TUBE,203,246,84.88,37.68,19143.68,23410.81,22244.95,44873.08,66125.87,9579.62,36.3,483,371,10,1.8276,2.3793,157.09,14.92,1538.27,4353.75,0
SG-01976,BP-076,SYN-REQ-01976,SYN-LOT-01976,SYN-CAND-01976-01,SYNTHETIC_GENERATED,CHOCOLATE,BAR,PROMOTIONAL_BONUS,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,RULE_TRIGGERED,LOCAL_CUSTOMER,PRE_SEASON,BAR,184,352,480.49,45.33,7769.24,12987.06,9083.15,7005.19,0.0,18253.17,85.6,432,151,1,0.8207,2.3478,51.69,0.0,1971.01,7210.56,1
SG-01976,BP-076,SYN-REQ-01976,SYN-LOT-01976,SYN-CAND-01976-02,SYNTHETIC_GENERATED,CHOCOLATE,BAR,EXTERNAL_PARTNER,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,RULE_TRIGGERED,EXTERNAL_PARTNER,PRE_SEASON,BAR,184,193,79.88,6.49,25887.77,43664.9,26277.54,16510.66,2382.91,19707.71,64.62,340,244,78,1.3261,1.8478,116.52,19.57,867.25,1971.48,1
SG-01976,BP-076,SYN-REQ-01976,SYN-LOT-01976,SYN-CAND-01976-03,SYNTHETIC_GENERATED,CHOCOLATE,BAR,INTERNAL_REPURPOSE,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,RULE_TRIGGERED,INTERNAL_OPERATION,PRE_SEASON,BAR,184,135,220.79,3.06,52225.1,72300.43,27221.11,13137.74,0.0,13830.31,9.65,448,138,1,0.75,2.4348,64.36,0.0,2448.83,9516.57,0
SG-01976,BP-076,SYN-REQ-01976,SYN-LOT-01976,SYN-CAND-01976-04,SYNTHETIC_GENERATED,CHOCOLATE,BAR,BRANCH_TRANSFER,MEDIUM_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,RULE_TRIGGERED,BRANCH,PRE_SEASON,BAR,184,237,118.19,58.21,12694.38,14246.9,10628.19,26845.04,48791.53,23230.39,5.47,435,541,168,2.9402,2.3641,109.07,29.73,4637.43,4945.92,0
SG-01977,BP-077,SYN-REQ-01977,SYN-LOT-01977,SYN-CAND-01977-01,SYNTHETIC_GENERATED,BABY_CARE,BABY_FOOD,DONATION,SMALL_RETAIL,AMBIENT_ALLOWED,HIGH,USER_DECLARED,DONATION_PARTNER,IN_SEASON,BOX,248,6,34.13,2.4,78686.58,133373.75,0.0,41099.94,16588.61,86.78,18.64,173,612,1,2.4677,0.6976,58.0,31.46,2851.17,7749.01,1
SG-01977,BP-077,SYN-REQ-01977,SYN-LOT-01977,SYN-CAND-01977-02,SYNTHETIC_GENERATED,BABY_CARE,BABY_FOOD,PROMOTIONAL_BONUS,SMALL_RETAIL,AMBIENT_ALLOWED,HIGH,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,BOX,248,157,573.95,25.74,59329.64,70608.2,44694.99,15981.47,0.0,5787.53,36.53,641,668,1,2.6935,2.5847,59.1,0.0,575.4,4143.61,0
SG-01977,BP-077,SYN-REQ-01977,SYN-LOT-01977,SYN-CAND-01977-03,SYNTHETIC_GENERATED,BABY_CARE,BABY_FOOD,WHOLESALE,SMALL_RETAIL,AMBIENT_ALLOWED,HIGH,USER_DECLARED,WHOLESALE_BUYER,IN_SEASON,BOX,248,6,120.06,1.46,3542.86,3897.5,2737.99,4831.6,64806.15,15961.63,9.33,188,472,164,1.9032,0.7581,88.53,15.65,3471.34,1361.77,0
SG-01977,BP-077,SYN-REQ-01977,SYN-LOT-01977,SYN-CAND-01977-04,SYNTHETIC_GENERATED,BABY_CARE,BABY_FOOD,INTERNAL_USE,SMALL_RETAIL,AMBIENT_ALLOWED,HIGH,USER_DECLARED,INTERNAL_OPERATION,IN_SEASON,BOX,248,310,296.44,43.39,58386.17,65036.35,0.0,33715.98,0.0,11495.24,155.42,431,532,1,2.1452,1.7379,109.93,0.0,2935.9,4648.69,1
SG-01977,BP-077,SYN-REQ-01977,SYN-LOT-01977,SYN-CAND-01977-05,SYNTHETIC_GENERATED,BABY_CARE,BABY_FOOD,BUNDLE,SMALL_RETAIL,AMBIENT_ALLOWED,HIGH,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,BOX,248,181,556.73,35.2,30781.52,55129.7,30326.85,10563.38,0.0,24685.62,519.8,578,560,1,2.2581,2.3306,106.02,0.0,3695.65,8931.99,1
SG-01977,BP-077,SYN-REQ-01977,SYN-LOT-01977,SYN-CAND-01977-06,SYNTHETIC_GENERATED,BABY_CARE,BABY_FOOD,BRANCH_TRANSFER,SMALL_RETAIL,AMBIENT_ALLOWED,HIGH,USER_DECLARED,BRANCH,IN_SEASON,BOX,248,125,121.03,1.81,26104.09,42254.69,22133.01,11809.08,10357.84,8531.89,12.76,651,744,39,3.0,2.625,111.99,35.11,936.47,3278.33,1
SG-01977,BP-077,SYN-REQ-01977,SYN-LOT-01977,SYN-CAND-01977-07,SYNTHETIC_GENERATED,BABY_CARE,BABY_FOOD,EXTERNAL_PARTNER,SMALL_RETAIL,AMBIENT_ALLOWED,HIGH,USER_DECLARED,EXTERNAL_PARTNER,IN_SEASON,BOX,248,245,222.89,37.3,63946.48,105319.85,49395.01,7443.57,1565.38,1552.24,68.72,577,445,16,1.7944,2.3266,12.29,20.04,4167.36,4063.99,1
SG-01978,BP-078,SYN-REQ-01978,SYN-LOT-01978,SYN-CAND-01978-01,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,LOCAL_DISCOUNT,SMALL_RETAIL,NONE,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,SACHET,169,161,82.63,59.29,58557.69,88726.61,72817.93,43301.44,0.0,11856.68,44.39,341,437,1,2.5858,2.0178,91.71,0.0,3746.2,8375.13,1
SG-01978,BP-078,SYN-REQ-01978,SYN-LOT-01978,SYN-CAND-01978-02,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,RETURN_TO_SUPPLIER,SMALL_RETAIL,NONE,LOW,RULE_TRIGGERED,SUPPLIER,NOT_APPLICABLE,SACHET,169,336,706.87,84.48,45159.99,52191.4,28955.79,38140.4,45472.29,451.31,424.04,421,95,70,0.5621,2.4911,84.66,28.71,3815.24,3833.16,1
SG-01978,BP-078,SYN-REQ-01978,SYN-LOT-01978,SYN-CAND-01978-03,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,INTERNAL_USE,SMALL_RETAIL,NONE,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,SACHET,169,50,579.92,44.61,70548.01,78435.28,0.0,15926.99,0.0,8009.68,26.51,326,310,1,1.8343,1.929,43.42,0.0,1414.12,658.89,1
SG-01978,BP-078,SYN-REQ-01978,SYN-LOT-01978,SYN-CAND-01978-04,SYNTHETIC_GENERATED,HOUSEHOLD_CLEANING,CLEANER,BRANCH_TRANSFER,SMALL_RETAIL,NONE,LOW,RULE_TRIGGERED,BRANCH,NOT_APPLICABLE,SACHET,169,274,447.54,45.79,4951.06,6901.28,5720.47,42129.74,22463.14,10711.23,227.18,198,467,117,2.7633,1.1716,116.24,13.52,2392.69,3108.45,1
SG-01979,BP-079,SYN-REQ-01979,SYN-LOT-01979,SYN-CAND-01979-01,SYNTHETIC_GENERATED,BAKERY,CAKE,PROMOTIONAL_BONUS,SMALL_RETAIL,AMBIENT_ALLOWED,CRITICAL,USER_DECLARED,LOCAL_CUSTOMER,NOT_APPLICABLE,TRAY,232,201,521.96,55.25,77003.65,122643.71,47009.33,39094.43,0.0,5970.55,378.01,595,129,1,0.556,2.5647,14.04,0.0,712.71,9650.57,0
SG-01979,BP-079,SYN-REQ-01979,SYN-LOT-01979,SYN-CAND-01979-02,SYNTHETIC_GENERATED,BAKERY,CAKE,INTERNAL_REPURPOSE,SMALL_RETAIL,AMBIENT_ALLOWED,CRITICAL,USER_DECLARED,INTERNAL_OPERATION,NOT_APPLICABLE,TRAY,232,79,597.33,62.32,36443.24,53651.74,34476.61,9663.66,0.0,6181.17,108.92,258,621,1,2.6767,1.1121,43.79,0.0,1705.3,8658.55,0
SG-01979,BP-079,SYN-REQ-01979,SYN-LOT-01979,SYN-CAND-01979-03,SYNTHETIC_GENERATED,BAKERY,CAKE,DONATION,SMALL_RETAIL,AMBIENT_ALLOWED,CRITICAL,USER_DECLARED,DONATION_PARTNER,NOT_APPLICABLE,TRAY,232,187,656.32,47.72,40184.95,51573.36,0.0,21658.79,31560.86,17619.98,58.61,526,438,1,1.8879,2.2672,96.89,22.7,2562.0,2728.11,1
SG-01980,BP-080,SYN-REQ-01980,SYN-LOT-01980,SYN-CAND-01980-01,SYNTHETIC_GENERATED,CHILLED_DAIRY,DAIRY_DESSERT,BUNDLE,MEDIUM_WHOLESALER,SAFETY_CRITICAL_COLD_CHAIN,CRITICAL,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,PACK,122,18,202.63,4.26,21394.94,27631.57,18750.78,18777.81,0.0,6147.83,29.07,176,333,1,2.7295,1.4426,65.86,0.0,2896.5,2908.08,1
SG-01980,BP-080,SYN-REQ-01980,SYN-LOT-01980,SYN-CAND-01980-02,SYNTHETIC_GENERATED,CHILLED_DAIRY,DAIRY_DESSERT,INTERNAL_USE,MEDIUM_WHOLESALER,SAFETY_CRITICAL_COLD_CHAIN,CRITICAL,USER_DECLARED,INTERNAL_OPERATION,IN_SEASON,PACK,122,114,598.07,9.33,47930.72,58940.41,0.0,45097.38,0.0,21470.09,86.25,69,197,1,1.6148,0.5656,38.58,0.0,581.82,8666.08,1
SG-01980,BP-080,SYN-REQ-01980,SYN-LOT-01980,SYN-CAND-01980-03,SYNTHETIC_GENERATED,CHILLED_DAIRY,DAIRY_DESSERT,LOCAL_DISCOUNT,MEDIUM_WHOLESALER,SAFETY_CRITICAL_COLD_CHAIN,CRITICAL,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,PACK,122,269,615.81,108.11,73332.52,129615.23,79091.21,41276.4,0.0,371.42,146.5,273,115,1,0.9426,2.2377,158.29,0.0,4132.47,3773.0,1
SG-01981,BP-081,SYN-REQ-01981,SYN-LOT-01981,SYN-CAND-01981-01,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,DONATION,MEDIUM_WHOLESALER,CHILLED_PREFERRED,MEDIUM,RULE_TRIGGERED,DONATION_PARTNER,POST_SEASON,PACK,161,265,395.38,109.39,77723.96,137198.33,0.0,17409.9,38063.85,1129.57,212.61,118,301,1,1.8696,0.7329,71.42,8.54,2278.34,6932.14,1
SG-01981,BP-081,SYN-REQ-01981,SYN-LOT-01981,SYN-CAND-01981-02,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,WHOLESALE,MEDIUM_WHOLESALER,CHILLED_PREFERRED,MEDIUM,RULE_TRIGGERED,WHOLESALE_BUYER,POST_SEASON,PACK,161,67,652.36,14.78,73619.84,87416.2,73385.9,12945.59,6935.16,10687.83,136.68,159,223,68,1.3851,0.9876,158.59,34.64,703.77,2958.31,1
SG-01981,BP-081,SYN-REQ-01981,SYN-LOT-01981,SYN-CAND-01981-03,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,BRANCH_TRANSFER,MEDIUM_WHOLESALER,CHILLED_PREFERRED,MEDIUM,RULE_TRIGGERED,BRANCH,POST_SEASON,PACK,161,127,207.62,76.07,54770.48,87446.55,78194.71,46747.19,47059.26,23117.53,88.6,240,469,140,2.913,1.4907,143.72,11.9,920.74,4497.72,1
SG-01982,BP-082,SYN-REQ-01982,SYN-LOT-01982,SYN-CAND-01982-01,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,BRANCH_TRANSFER,MEDIUM_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,BRANCH,IN_SEASON,BOTTLE,196,337,628.32,33.41,35752.99,59907.71,30055.7,33396.9,68866.91,17058.04,294.45,501,436,94,2.2245,2.5561,126.83,5.53,845.01,7394.7,1
SG-01982,BP-082,SYN-REQ-01982,SYN-LOT-01982,SYN-CAND-01982-02,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,RETURN_TO_SUPPLIER,MEDIUM_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,SUPPLIER,IN_SEASON,BOTTLE,196,198,461.77,49.71,18496.12,31608.02,18667.7,38644.79,13264.37,12705.43,198.92,524,154,91,0.7857,2.6735,92.81,1.44,2289.47,9751.75,1
SG-01982,BP-082,SYN-REQ-01982,SYN-LOT-01982,SYN-CAND-01982-03,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,INTERNAL_USE,MEDIUM_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,INTERNAL_OPERATION,IN_SEASON,BOTTLE,196,207,238.11,23.79,42649.3,73356.8,0.0,25252.27,0.0,12278.31,10.92,282,467,1,2.3827,1.4388,59.85,0.0,2066.76,6757.76,1
SG-01982,BP-082,SYN-REQ-01982,SYN-LOT-01982,SYN-CAND-01982-04,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,INTERNAL_REPURPOSE,MEDIUM_RETAIL,CHILLED_PREFERRED,MEDIUM,USER_DECLARED,INTERNAL_OPERATION,IN_SEASON,BOTTLE,196,219,382.73,55.87,24575.68,27591.12,19581.42,28896.64,0.0,15581.95,199.73,585,143,1,0.7296,2.9847,132.4,0.0,4538.23,6900.9,1
